01;02;03;04;05;06;07;08;09;10;11;13;14;15;18
01;02;03;04;05;06;07;08;09;10;12;13;14;15;18
01;02;03;04;05;06;07;08;09;10;13;14;15;16;18
01;02;03;04;05;06;07;08;09;10;13;14;15;17;18
01;02;03;04;05;06;07;08;09;10;13;14;15;18;19
01;02;03;04;05;06;07;08;09;10;13;14;15;18;20
01;02;03;04;05;06;07;08;09;10;13;14;15;18;21
01;02;03;04;05;06;07;08;09;10;13;14;15;18;22
01;02;03;04;05;06;07;08;09;10;13;14;15;18;23
01;02;03;04;05;06;07;08;09;10;13;14;15;18;24
01;02;03;04;05;06;07;08;09;10;13;14;15;18;25
01;02;03;04;05;06;07;09;10;11;12;13;14;15;18
01;02;03;04;05;06;07;09;10;11;13;14;15;16;18
01;02;03;04;05;06;07;09;10;11;13;14;15;17;18
01;02;03;04;05;06;07;09;10;11;13;14;15;18;19
01;02;03;04;05;06;07;09;10;11;13;14;15;18;20
01;02;03;04;05;06;07;09;10;11;13;14;15;18;21
01;02;03;04;05;06;07;09;10;11;13;14;15;18;22
01;02;03;04;05;06;07;09;10;11;13;14;15;18;23
01;02;03;04;05;06;07;09;10;11;13;14;15;18;24
01;02;03;04;05;06;07;09;10;11;13;14;15;18;25
01;02;03;04;05;06;07;09;10;12;13;14;15;16;18
01;02;03;04;05;06;07;09;10;12;13;14;15;17;18
01;02;03;04;05;06;07;09;10;12;13;14;15;18;19
01;02;03;04;05;06;07;09;10;12;13;14;15;18;20
01;02;03;04;05;06;07;09;10;12;13;14;15;18;21
01;02;03;04;05;06;07;09;10;12;13;14;15;18;22
01;02;03;04;05;06;07;09;10;12;13;14;15;18;23
01;02;03;04;05;06;07;09;10;12;13;14;15;18;24
01;02;03;04;05;06;07;09;10;12;13;14;15;18;25
01;02;03;04;05;06;07;09;10;13;14;15;16;17;18
01;02;03;04;05;06;07;09;10;13;14;15;16;18;19
01;02;03;04;05;06;07;09;10;13;14;15;16;18;20
01;02;03;04;05;06;07;09;10;13;14;15;16;18;21
01;02;03;04;05;06;07;09;10;13;14;15;16;18;22
01;02;03;04;05;06;07;09;10;13;14;15;16;18;23
01;02;03;04;05;06;07;09;10;13;14;15;16;18;24
01;02;03;04;05;06;07;09;10;13;14;15;16;18;25
01;02;03;04;05;06;07;09;10;13;14;15;17;18;19
01;02;03;04;05;06;07;09;10;13;14;15;17;18;20
01;02;03;04;05;06;07;09;10;13;14;15;17;18;21
01;02;03;04;05;06;07;09;10;13;14;15;17;18;22
01;02;03;04;05;06;07;09;10;13;14;15;17;18;23
01;02;03;04;05;06;07;09;10;13;14;15;17;18;24
01;02;03;04;05;06;07;09;10;13;14;15;17;18;25
01;02;03;04;05;06;07;09;10;13;14;15;18;19;20
01;02;03;04;05;06;07;09;10;13;14;15;18;19;21
01;02;03;04;05;06;07;09;10;13;14;15;18;19;22
01;02;03;04;05;06;07;09;10;13;14;15;18;19;23
01;02;03;04;05;06;07;09;10;13;14;15;18;19;24
01;02;03;04;05;06;07;09;10;13;14;15;18;19;25
01;02;03;04;05;06;07;09;10;13;14;15;18;20;21
01;02;03;04;05;06;07;09;10;13;14;15;18;20;22
01;02;03;04;05;06;07;09;10;13;14;15;18;20;23
01;02;03;04;05;06;07;09;10;13;14;15;18;20;24
01;02;03;04;05;06;07;09;10;13;14;15;18;20;25
01;02;03;04;05;06;07;09;10;13;14;15;18;21;22
01;02;03;04;05;06;07;09;10;13;14;15;18;21;23
01;02;03;04;05;06;07;09;10;13;14;15;18;21;24
01;02;03;04;05;06;07;09;10;13;14;15;18;21;25
01;02;03;04;05;06;07;09;10;13;14;15;18;22;23
01;02;03;04;05;06;07;09;10;13;14;15;18;22;24
01;02;03;04;05;06;07;09;10;13;14;15;18;22;25
01;02;03;04;05;06;07;09;10;13;14;15;18;23;24
01;02;03;04;05;06;07;09;10;13;14;15;18;23;25
01;02;03;04;05;06;07;09;10;13;14;15;18;24;25
01;02;03;04;06;07;08;09;10;11;12;13;14;15;18
01;02;03;04;06;07;08;09;10;11;13;14;15;16;18
01;02;03;04;06;07;08;09;10;11;13;14;15;17;18
01;02;03;04;06;07;08;09;10;11;13;14;15;18;19
01;02;03;04;06;07;08;09;10;11;13;14;15;18;20
01;02;03;04;06;07;08;09;10;11;13;14;15;18;21
01;02;03;04;06;07;08;09;10;11;13;14;15;18;22
01;02;03;04;06;07;08;09;10;11;13;14;15;18;23
01;02;03;04;06;07;08;09;10;11;13;14;15;18;24
01;02;03;04;06;07;08;09;10;11;13;14;15;18;25
01;02;03;04;06;07;08;09;10;12;13;14;15;16;18
01;02;03;04;06;07;08;09;10;12;13;14;15;17;18
01;02;03;04;06;07;08;09;10;12;13;14;15;18;19
01;02;03;04;06;07;08;09;10;12;13;14;15;18;20
01;02;03;04;06;07;08;09;10;12;13;14;15;18;21
01;02;03;04;06;07;08;09;10;12;13;14;15;18;22
01;02;03;04;06;07;08;09;10;12;13;14;15;18;23
01;02;03;04;06;07;08;09;10;12;13;14;15;18;24
01;02;03;04;06;07;08;09;10;12;13;14;15;18;25
01;02;03;04;06;07;08;09;10;13;14;15;16;17;18
01;02;03;04;06;07;08;09;10;13;14;15;16;18;19
01;02;03;04;06;07;08;09;10;13;14;15;16;18;20
01;02;03;04;06;07;08;09;10;13;14;15;16;18;21
01;02;03;04;06;07;08;09;10;13;14;15;16;18;22
01;02;03;04;06;07;08;09;10;13;14;15;16;18;23
01;02;03;04;06;07;08;09;10;13;14;15;16;18;24
01;02;03;04;06;07;08;09;10;13;14;15;16;18;25
01;02;03;04;06;07;08;09;10;13;14;15;17;18;19
01;02;03;04;06;07;08;09;10;13;14;15;17;18;20
01;02;03;04;06;07;08;09;10;13;14;15;17;18;21
01;02;03;04;06;07;08;09;10;13;14;15;17;18;22
01;02;03;04;06;07;08;09;10;13;14;15;17;18;23
01;02;03;04;06;07;08;09;10;13;14;15;17;18;24
01;02;03;04;06;07;08;09;10;13;14;15;17;18;25
01;02;03;04;06;07;08;09;10;13;14;15;18;19;20
01;02;03;04;06;07;08;09;10;13;14;15;18;19;21
01;02;03;04;06;07;08;09;10;13;14;15;18;19;22
01;02;03;04;06;07;08;09;10;13;14;15;18;19;23
01;02;03;04;06;07;08;09;10;13;14;15;18;19;24
01;02;03;04;06;07;08;09;10;13;14;15;18;19;25
01;02;03;04;06;07;08;09;10;13;14;15;18;20;21
01;02;03;04;06;07;08;09;10;13;14;15;18;20;22
01;02;03;04;06;07;08;09;10;13;14;15;18;20;23
01;02;03;04;06;07;08;09;10;13;14;15;18;20;24
01;02;03;04;06;07;08;09;10;13;14;15;18;20;25
01;02;03;04;06;07;08;09;10;13;14;15;18;21;22
01;02;03;04;06;07;08;09;10;13;14;15;18;21;23
01;02;03;04;06;07;08;09;10;13;14;15;18;21;24
01;02;03;04;06;07;08;09;10;13;14;15;18;21;25
01;02;03;04;06;07;08;09;10;13;14;15;18;22;23
01;02;03;04;06;07;08;09;10;13;14;15;18;22;24
01;02;03;04;06;07;08;09;10;13;14;15;18;22;25
01;02;03;04;06;07;08;09;10;13;14;15;18;23;24
01;02;03;04;06;07;08;09;10;13;14;15;18;23;25
01;02;03;04;06;07;08;09;10;13;14;15;18;24;25
01;02;03;04;06;07;09;10;11;12;13;14;15;16;18
01;02;03;04;06;07;09;10;11;12;13;14;15;17;18
01;02;03;04;06;07;09;10;11;12;13;14;15;18;19
01;02;03;04;06;07;09;10;11;12;13;14;15;18;20
01;02;03;04;06;07;09;10;11;12;13;14;15;18;21
01;02;03;04;06;07;09;10;11;12;13;14;15;18;22
01;02;03;04;06;07;09;10;11;12;13;14;15;18;23
01;02;03;04;06;07;09;10;11;12;13;14;15;18;24
01;02;03;04;06;07;09;10;11;12;13;14;15;18;25
01;02;03;04;06;07;09;10;11;13;14;15;16;17;18
01;02;03;04;06;07;09;10;11;13;14;15;16;18;19
01;02;03;04;06;07;09;10;11;13;14;15;16;18;20
01;02;03;04;06;07;09;10;11;13;14;15;16;18;21
01;02;03;04;06;07;09;10;11;13;14;15;16;18;22
01;02;03;04;06;07;09;10;11;13;14;15;16;18;23
01;02;03;04;06;07;09;10;11;13;14;15;16;18;24
01;02;03;04;06;07;09;10;11;13;14;15;16;18;25
01;02;03;04;06;07;09;10;11;13;14;15;17;18;19
01;02;03;04;06;07;09;10;11;13;14;15;17;18;20
01;02;03;04;06;07;09;10;11;13;14;15;17;18;21
01;02;03;04;06;07;09;10;11;13;14;15;17;18;22
01;02;03;04;06;07;09;10;11;13;14;15;17;18;23
01;02;03;04;06;07;09;10;11;13;14;15;17;18;24
01;02;03;04;06;07;09;10;11;13;14;15;17;18;25
01;02;03;04;06;07;09;10;11;13;14;15;18;19;20
01;02;03;04;06;07;09;10;11;13;14;15;18;19;21
01;02;03;04;06;07;09;10;11;13;14;15;18;19;22
01;02;03;04;06;07;09;10;11;13;14;15;18;19;23
01;02;03;04;06;07;09;10;11;13;14;15;18;19;24
01;02;03;04;06;07;09;10;11;13;14;15;18;19;25
01;02;03;04;06;07;09;10;11;13;14;15;18;20;21
