3;13;26;29;39;45
2;16;31;40;43;57
7;9;14;15;27;48
4;17;34;35;46;52
18;25;30;49;56;59
1;8;19;23;41;44
12;21;22;28;51;55
11;20;32;47;54;60
5;6;24;33;37;50
10;36;38;42;53;58
2;27;30;37;54;55
9;13;28;44;52;60
6;17;26;35;42;59
3;11;18;29;43;47
16;25;40;41;49;58
15;34;38;45;46;48
12;22;23;33;36;56
1;20;31;39;51;53
4;5;8;10;24;50
7;14;19;21;32;57
12;26;34;40;43;51
2;10;21;29;46;54
4;11;15;16;27;31
1;20;22;50;55;56
3;14;24;30;38;48
5;8;9;28;36;41
7;33;44;45;52;58
13;19;39;49;57;60
18;23;25;32;35;47
6;17;37;42;53;59
9;18;22;36;42;60
23;30;43;44;55;59
7;11;21;28;32;34
20;27;41;47;48;51
14;19;24;33;39;53
4;13;35;38;40;54
1;2;6;50;57;58
3;15;16;17;26;56
5;8;12;25;46;49
10;29;31;37;45;52
5;10;13;47;57;58
4;19;29;45;59;60
12;17;20;31;32;41
15;16;24;25;46;48
26;27;33;35;42;54
3;14;22;23;34;50
21;36;38;39;49;56
2;6;18;37;51;53
1;7;8;30;40;44
9;11;28;43;52;55
32;35;38;42;49;56
12;22;29;37;46;50
2;6;15;19;27;57
1;17;18;20;21;45
9;14;24;28;53;60
31;34;39;40;41;54
4;5;11;26;48;59
7;13;16;23;30;51
8;25;33;43;47;58
3;10;36;44;52;55
6;8;9;11;31;48
12;13;29;38;40;54
4;17;37;52;57;58
18;28;36;45;47;56
20;21;23;32;39;53
14;15;25;35;42;60
1;3;5;34;44;49
7;10;16;22;24;55
2;30;33;41;51;59
19;26;27;43;46;50
15;16;26;51;54;59
3;31;33;35;44;47
6;23;25;37;45;49
9;10;13;20;21;40
4;7;12;29;32;41
11;18;42;50;55;56
5;17;36;43;46;57
2;8;14;38;39;58
1;24;28;30;48;60
19;22;27;34;52;53
1;8;32;40;41;53
15;17;25;33;47;60
13;19;20;29;46;50
9;11;24;37;51;56
31;36;38;42;43;58
12;34;39;48;49;59
5;10;16;27;28;54
3;7;26;30;45;52
2;6;14;21;23;44
4;18;22;35;55;57
3;7;13;43;48;55
9;21;23;36;46;49
10;12;17;27;28;56
5;15;22;24;30;33
6;11;19;26;35;40
1;14;37;42;51;60
4;8;20;29;45;59
25;31;32;34;47;53
2;16;38;44;52;58
18;39;41;50;54;57
2;6;9;37;55;59
10;29;38;39;41;45
15;30;32;33;34;50
13;14;17;27;46;54
4;5;18;25;52;56
1;3;19;31;43;49
8;24;42;47;48;58
22;23;28;36;51;60
7;12;21;35;40;57
11;16;20;26;44;53
8;9;14;38;49;52
6;9;11;20;48;55
5;10;21;34;51;57
7;13;22;23;58;59
15;23;35;50;51;54
14;17;32;33;34;50
2;5;10;16;52;53
2;18;40;46;47;57
1;4;6;8;31;40
22;24;37;39;45;53
3;5;19;23;34;47
2;21;22;26;39;46
4;13;15;49;54;60
6;14;17;19;20;45
9;19;23;44;46;52
2;5;18;21;28;55
14;20;23;40;46;48
14;16;24;28;31;37
26;27;31;39;41;52
4;21;24;51;56;58
1;9;12;15;35;36
11;12;17;21;28;36
7;9;23;25;31;39
21;23;26;29;48;54
24;38;46;52;58;60
6;9;17;19;29;47
22;25;29;45;50;59
1;8;13;16;25;34
1;3;25;27;33;52
16;26;31;33;39;40
1;22;32;39;49;54
22;24;25;41;47;50
16;30;31;45;49;56
20;21;26;36;47;60
1;24;28;33;44;46
10;11;20;27;31;56
1;4;9;38;41;45
10;14;19;28;40;54
4;13;31;32;35;41
1;10;43;44;52;58
27;32;35;39;43;55
3;32;36;40;50;52
9;13;23;36;53;55
24;29;31;38;55;56
2;5;8;9;41;54
1;9;34;36;47;53
13;20;28;35;41;52
13;15;44;46;56;60
22;24;26;33;48;56
11;28;29;37;39;48
1;10;21;40;58;59
6;11;14;30;54;55
12;13;17;36;43;60
2;28;29;30;37;54
5;7;12;25;26;41
26;34;35;38;52;55
4;14;16;29;44;54
15;19;30;52;58;59
5;6;14;21;39;42
21;22;38;39;46;57
4;25;29;40;48;54
3;20;30;50;51;60
2;5;11;13;28;30
5;7;23;37;48;50
6;7;16;29;43;60
7;21;34;36;52;59
4;10;37;39;54;57
11;28;29;47;57;60
8;9;24;36;49;58
1;10;21;26;32;34
5;13;28;42;49;58
2;19;42;51;53;59
3;6;18;19;24;59
8;10;22;26;42;47
3;8;25;38;41;58
6;12;16;26;55;57
3;7;14;33;35;52
39;46;48;50;53;59
2;3;14;19;34;38
11;17;47;57;58;59
10;13;22;23;30;32
26;28;41;42;48;52
6;9;21;31;51;56
24;37;48;49;57;58
6;17;28;49;53;55
2;34;37;38;41;50
19;21;24;33;35;57
15;21;33;39;54;58
7;18;24;30;37;49
3;6;30;39;40;55
4;6;26;42;44;52
18;19;30;43;47;57
13;18;27;30;44;58
4;9;26;29;53;56
21;44;46;48;53;60
8;14;19;22;45;47
2;24;46;51;53;56
3;8;14;32;47;53
20;26;27;48;53;58
13;14;23;34;37;41
21;32;36;43;49;57
6;9;11;14;23;57
18;23;30;32;42;57
8;10;34;51;54;58
16;19;35;38;48;60
18;31;32;36;39;53
6;8;20;22;49;60
15;19;30;47;53;58
8;10;12;19;23;25
10;35;46;51;56;59
17;23;24;26;52;59
10;15;29;39;40;41
7;27;33;38;55;60
17;21;37;39;44;50
10;14;31;42;50;60
9;11;18;20;40;54
7;8;31;41;42;50
1;9;13;24;36;56
22;25;36;39;50;56
7;8;11;16;51;58
7;13;17;19;41;53
2;7;30;40;43;49
1;33;35;39;50;55
11;13;18;28;42;59
6;18;43;45;51;52
5;9;15;41;44;59
34;44;47;48;49;59
5;18;32;40;42;52
3;16;24;27;52;60
5;9;25;27;34;36
30;31;50;53;58;60
36;37;40;48;49;52
15;24;26;28;39;50
6;13;25;53;55;59
2;3;27;33;35;47
2;10;13;15;40;43
6;8;11;13;33;60
2;23;29;38;45;47
2;32;35;42;59;60
11;16;19;30;34;47
19;34;36;41;49;60
1;9;20;24;33;36
12;14;24;26;48;54
4;30;31;35;53;59
10;12;14;20;28;41
14;19;22;28;40;47
21;23;30;34;49;60
25;39;41;54;57;60
3;29;30;32;39;47
6;10;38;52;54;58
6;9;12;18;25;59
2;11;16;36;47;56
23;28;51;52;57;60
4;8;13;19;31;38
14;34;40;48;50;53
1;5;24;26;42;44
10;27;29;30;46;58
17;21;22;33;37;45
7;15;20;39;43;54
3;32;35;41;49;55
10;26;29;35;37;41
4;12;20;22;32;43
6;16;33;39;40;52
2;27;45;48;56;57
11;13;21;28;50;55
25;36;38;42;47;49
23;24;30;46;54;59
9;14;18;19;31;58
5;7;34;44;51;53
1;3;8;15;17;60
7;27;34;49;54;59
1;20;32;40;53;60
13;15;26;28;35;47
4;17;19;39;43;46
3;16;23;36;51;52
6;11;12;22;37;58
14;21;29;31;33;42
2;9;18;24;44;57
8;25;30;38;41;56
5;10;45;48;50;55
9;13;15;31;49;53
8;11;14;24;34;50
1;12;28;30;32;36
2;5;21;39;42;47
6;38;44;46;51;52
17;20;22;41;48;57
3;19;35;55;58;60
4;7;29;37;54;59
10;23;27;33;43;45
16;18;25;26;40;56
9;16;17;21;26;31
12;13;29;32;41;52
4;33;42;43;47;54
24;30;40;46;50;59
8;14;20;35;36;45
2;18;34;39;49;55
3;6;38;51;56;60
22;27;28;37;44;57
5;10;11;15;25;53
1;7;19;23;48;58
5;13;41;44;49;55
3;8;17;19;25;27
4;6;9;10;53;54
15;23;34;35;38;58
12;18;22;50;51;57
1;16;29;32;45;60
2;26;30;39;47;48
31;33;37;40;43;46
20;24;36;42;52;59
7;11;14;21;28;56
3;8;14;26;37;40
5;15;27;42;49;59
7;9;20;41;48;58
2;6;10;43;52;53
11;22;25;31;54;56
19;21;28;35;36;55
24;30;34;38;44;45
1;12;13;18;33;60
4;23;39;47;50;51
16;17;29;32;46;57
8;9;23;29;51;60
6;21;31;34;46;59
2;13;24;37;47;58
7;38;45;49;50;55
16;22;30;36;43;52
5;14;18;25;44;56
11;19;32;35;42;54
3;39;40;41;48;57
15;20;26;28;33;53
1;4;10;12;17;27
31;32;38;45;48;52
9;17;18;20;23;60
6;29;30;33;36;56
3;13;15;19;22;58
2;5;26;51;54;59
4;12;14;16;28;49
8;39;43;50;53;55
7;10;24;34;40;46
1;21;27;41;42;57
11;25;35;37;44;47
21;22;37;40;46;59
3;5;15;24;39;56
1;4;25;26;44;60
19;23;27;30;34;45
10;29;31;33;53;57
11;20;41;47;51;54
6;16;18;32;50;55
12;13;14;17;35;48
2;8;9;36;42;58
7;28;38;43;49;52
5;8;16;28;41;56
3;30;35;54;57;58
