09;15;23;24;39;45
06;09;10;20;21;39
02;17;20;27;41;55
09;21;33;36;37;46
08;12;15;31;36;40
02;19;32;34;46;51
05;10;14;39;50;54
25;36;42;49;50;51
01;05;16;33;40;56
21;29;31;33;46;58
01;16;19;21;33;34
23;40;41;43;48;59
05;08;23;47;48;60
10;22;25;28;39;46
05;06;26;48;55;60
01;06;08;17;30;58
06;25;28;34;46;57
10;33;34;39;40;50
08;22;32;47;49;51
07;09;11;17;27;35
09;20;30;45;52;53
11;17;27;36;38;41
02;16;30;31;43;59
04;08;12;19;23;42
05;21;26;31;40;56
01;21;26;37;48;56
03;09;29;31;48;58
18;19;21;32;49;53
02;03;12;23;36;54
38;41;43;51;54;58
17;26;29;40;54;56
20;32;52;53;59;60
06;22;32;47;51;57
07;12;17;27;33;49
17;26;28;31;34;38
18;27;29;41;50;55
27;33;36;37;55;59
02;04;13;15;26;52
04;05;11;13;21;49
03;20;37;45;57;58
02;21;27;37;40;46
10;12;22;34;45;55
08;14;20;21;22;53
04;13;15;36;37;60
10;12;18;31;35;38
11;17;29;30;31;38
01;03;08;26;44;51
01;05;19;32;43;47
19;20;22;25;42;55
26;30;44;47;50;54
05;08;20;40;48;55
16;22;37;39;44;59
06;18;32;41;49;57
06;16;20;27;52;60
01;07;18;25;45;52
11;12;24;27;45;46
13;14;27;37;42;53
02;09;26;27;41;48
13;18;29;33;39;44
14;29;43;45;50;60
16;17;28;43;46;57
20;33;36;38;40;53
16;17;18;34;40;60
11;43;44;49;54;59
06;25;30;42;58;60
06;23;24;44;48;60
01;15;33;50;54;56
01;04;06;13;17;56
07;15;28;49;52;56
10;15;21;30;33;43
05;06;11;13;24;44
06;15;16;20;30;39
18;25;28;31;42;53
04;15;26;29;42;43
05;07;08;12;32;53
10;26;41;42;45;55
05;09;19;21;30;45
01;11;16;39;50;58
08;26;38;47;50;51
06;33;41;48;56;59
03;09;21;27;45;52
13;30;37;39;43;56
28;29;35;36;55;58
02;07;24;29;35;36
04;13;41;43;48;60
19;22;23;52;53;60
05;21;30;37;40;44
01;15;37;44;51;56
02;15;31;38;47;54
13;15;23;33;38;48
01;03;14;32;51;56
11;12;17;30;38;48
02;19;24;41;44;54
07;19;23;32;34;56
02;04;14;15;23;45
05;16;33;36;48;57
05;19;26;28;34;46
08;13;22;33;36;55
04;09;12;40;55;60
09;19;22;43;44;55
04;05;08;12;16;22
12;24;25;28;30;42
03;11;27;32;44;45
21;41;45;46;50;54
02;21;25;37;41;47
03;18;25;36;57;58
06;23;35;44;46;54
08;20;22;48;57;59
07;08;09;10;18;48
02;15;19;38;43;52
03;13;44;45;58;59
13;22;26;30;36;37
01;12;13;36;53;56
22;31;35;38;55;58
21;22;25;28;53;54
03;28;29;46;49;51
13;15;40;44;49;59
10;15;18;29;52;59
11;20;37;40;53;54
13;31;35;45;47;58
05;06;07;26;37;38
10;12;18;29;33;39
04;10;14;28;30;31
39;41;42;49;51;54
03;23;40;41;50;60
02;14;32;39;50;56
11;23;24;28;44;52
35;42;49;53;57;58
14;35;40;42;44;51
07;08;31;37;46;47
03;32;46;49;56;58
10;20;31;43;46;47
10;11;14;17;28;48
24;28;31;43;49;59
06;09;14;29;34;39
04;07;08;16;20;47
16;23;24;36;42;47
13;18;20;35;47;59
07;22;29;36;40;49
09;12;14;38;43;55
01;09;19;25;57;58
06;15;18;54;55;58
07;10;11;14;43;59
04;10;23;36;41;54
08;10;19;46;48;51
07;11;20;27;34;39
03;11;12;38;49;60
07;09;16;30;35;57
01;08;15;27;31;42
09;24;37;39;45;59
01;10;17;25;35;47
14;23;25;33;41;46
08;21;42;50;51;60
23;26;27;37;39;54
25;28;35;38;51;55
01;12;16;35;42;53
06;26;40;42;46;60
05;06;23;29;35;36
18;24;25;33;38;55
07;17;29;44;52;59
04;28;31;34;48;50
24;37;52;55;58;60
01;03;04;41;47;54
05;13;32;35;44;51
02;24;32;43;47;58
08;14;18;40;52;53
22;24;25;50;51;55
03;23;30;35;52;56
14;19;32;53;56;57
10;18;19;27;31;34
02;03;16;20;34;50
14;20;40;50;57;58
12;13;17;22;25;38
01;04;27;51;53;57
04;28;38;56;57;59
04;07;14;24;34;52
24;34;36;37;44;49
17;18;41;46;47;48
02;03;11;42;46;49
20;21;28;33;49;57
05;11;16;27;50;58
02;25;26;27;35;43
16;24;31;52;54;57
09;16;34;49;59;60
24;26;33;34;42;56
07;12;18;26;29;59
04;14;30;32;53;60
17;18;29;41;43;45
11;16;39;47;50;51
07;17;24;39;50;57
19;23;32;51;52;53
10;12;15;25;45;55
03;06;11;21;30;34
02;17;30;53;56;59
05;09;32;42;45;47
01;19;22;48;52;57
07;13;19;28;54;60
02;03;09;15;35;38
03;04;14;29;32;35
22;34;39;45;52;57
25;27;37;42;48;59
01;05;24;26;42;44
24;30;34;38;44;45
03;05;12;32;36;52
10;16;20;24;26;53
34;38;45;47;54;56
10;21;22;23;54;59
15;20;23;31;49;56
03;39;40;41;48;57
01;03;07;12;31;55
07;10;24;34;40;46
04;07;29;37;54;59
16;17;29;32;46;57
23;28;51;52;57;60
07;11;14;21;28;56
12;18;22;50;51;57
12;13;14;17;35;48
08;14;20;35;36;45
02;27;45;48;56;57
01;16;29;32;45;60
03;32;35;41;49;55
04;06;09;10;53;54
02;05;21;39;42;47
06;14;21;26;31;33
03;04;13;40;50;58
11;13;21;28;50;55
09;10;30;39;57;58
16;18;28;35;44;53
02;06;10;43;52;53
08;13;16;27;42;44
06;38;44;46;51;52
01;21;27;41;42;57
05;12;17;21;41;45
02;12;13;54;56;58
25;36;38;42;47;49
18;34;37;38;45;50
06;16;33;39;40;52
06;09;12;18;25;59
21;22;37;40;46;59
10;18;24;25;32;40
02;03;24;47;56;57
17;18;22;39;53;54
04;20;37;43;51;59
11;14;27;33;51;59
13;14;15;43;51;52
01;04;10;12;17;27
17;20;22;41;48;57
06;07;21;34;39;42
10;29;31;33;53;57
05;07;21;30;39;44
04;23;39;47;50;51
01;09;25;40;41;45
07;27;34;49;54;59
05;07;34;44;51;53
12;13;29;32;41;52
07;31;36;39;52;58
09;13;15;31;49;53
02;11;16;36;47;56
05;10;11;15;25;53
08;11;14;24;34;50
09;14;18;19;31;58
03;17;43;46;47;48
04;12;14;16;28;49
02;18;34;39;49;55
05;12;22;23;30;60
24;30;40;46;50;59
02;26;30;39;47;48
01;04;15;45;52;55
23;24;30;46;54;59
09;16;17;21;26;31
07;18;24;25;28;40
04;33;42;43;47;54
05;11;41;47;50;51
01;03;26;35;55;58
06;22;29;44;55;60
09;16;23;36;53;57
19;23;27;30;34;45
11;22;25;31;54;56
08;25;30;38;41;56
03;13;15;19;22;58
31;33;37;40;43;46
10;19;45;55;59;60
03;06;38;51;56;60
07;38;45;49;50;55
04;08;13;19;31;38
07;15;20;39;43;54
07;22;37;53;55;59
03;08;14;26;37;40
19;24;26;36;39;51
01;08;27;34;51;52
02;12;14;20;23;36
08;14;20;33;58;60
20;29;47;49;57;58
08;11;18;41;44;52
02;06;36;41;54;57
04;17;19;39;43;46
01;02;15;17;22;23
09;11;22;25;26;52
07;14;19;37;49;57
06;29;30;33;36;56
13;15;23;38;39;55
05;15;27;42;49;59
17;28;35;40;43;59
05;06;09;15;57;58
11;20;41;47;51;54
08;26;29;41;50;60
04;36;42;43;46;60
01;12;28;30;32;36
05;14;18;25;44;56
01;12;13;18;33;60
10;26;29;35;37;41
09;11;23;27;32;33
14;21;29;31;33;42
01;07;19;23;48;58
07;28;38;43;49;52
06;11;12;22;37;58
11;41;46;49;55;60
13;21;40;43;45;51
19;21;28;35;36;55
10;23;27;33;43;45
15;23;34;35;38;58
05;13;41;44;49;55
03;04;13;19;54;57
12;13;29;40;44;49
06;21;31;34;46;59
22;27;28;37;44;57
03;16;18;24;35;43
11;19;32;35;42;54
05;13;19;21;27;44
06;28;35;37;42;49
11;25;35;37;44;47
15;20;26;28;33;53
10;27;29;30;46;58
06;11;33;36;37;48
01;25;27;43;48;53
04;07;09;31;36;48
08;09;23;29;51;60
02;08;09;36;42;58
09;17;18;20;23;60
28;33;50;53;54;60
09;13;16;44;45;51
05;24;30;36;37;54
11;32;37;44;46;59
01;03;08;25;44;46
04;21;31;39;46;55
11;26;27;35;38;49
03;16;23;36;51;52
14;34;40;48;50;53
24;33;37;41;47;60
20;24;36;42;52;59
01;03;08;15;17;60
15;28;29;33;50;56
04;15;23;42;46;47
02;09;18;24;44;57
16;30;31;34;55;56
16;29;32;49;51;53
07;09;20;41;48;58
07;19;42;48;52;59
03;30;35;54;57;58
01;20;32;40;53;60
17;21;22;33;37;45
19;29;35;48;50;53
10;24;30;39;48;56
08;39;43;50;53;55
18;23;30;32;33;40
03;08;17;19;25;27
13;15;26;28;35;47
02;06;10;19;25;30
02;17;25;39;40;41
02;05;26;51;54;59
10;27;29;34;38;58
19;20;22;31;34;38
31;32;38;45;48;52
04;12;20;22;32;43
01;04;25;26;44;60
01;09;14;15;45;56
06;16;18;32;50;55
04;14;18;38;42;50
01;15;20;31;34;48
16;18;25;26;40;56
06;08;27;38;47;52
07;17;20;32;49;59
14;22;26;40;42;56
03;19;35;55;58;60
09;14;16;22;29;33
10;21;25;43;45;47
04;10;28;29;32;50
18;20;24;30;32;48
08;19;26;42;50;54
12;17;26;28;32;38
02;06;17;46;52;60
02;35;46;47;51;57
05;08;16;28;41;56
02;12;34;38;43;46
05;10;45;48;50;55
05;11;12;31;34;53
08;17;21;28;35;49
03;05;15;24;39;56
16;22;30;36;43;52
02;13;24;37;47;58
06;08;09;11;31;48
01;09;20;24;33;36
03;08;14;32;47;53
15;19;30;52;58;59
03;07;26;30;45;52
11;16;19;30;34;47
04;13;31;32;35;41
02;05;08;09;41;54
07;10;16;22;24;55
01;20;22;50;55;56
01;20;31;39;51;53
07;27;33;38;55;60
05;09;15;41;44;59
04;25;29;40;48;54
05;07;12;25;26;41
03;07;13;43;48;55
04;13;15;49;54;60
19;21;24;33;35;57
01;09;13;24;36;56
09;11;18;20;40;54
04;21;24;51;56;58
01;07;08;30;40;44
06;07;16;29;43;60
15;30;32;33;34;50
06;11;19;26;35;40
03;10;36;44;52;55
04;05;11;26;48;59
05;08;09;28;36;41
01;02;06;50;57;58
07;08;31;41;42;50
05;07;23;37;48;50
13;20;28;35;41;52
01;03;25;27;33;52
11;18;42;50;55;56
04;06;26;42;44;52
02;27;30;37;54;55
22;24;25;41;47;50
14;19;24;33;39;53
24;29;31;38;55;56
01;24;28;33;44;46
09;11;28;43;52;55
04;18;22;35;55;57
03;11;18;29;43;47
02;06;15;19;27;57
11;28;29;47;57;60
05;17;36;43;46;57
03;15;16;17;26;56
03;20;30;50;51;60
